tenure_months,monthly_charges,usage_minutes,support_calls,payment_delay_days,autopay,num_services,satisfaction_score,contract_type_one-year,contract_type_two-year,marketing_segment_B,marketing_segment_C,signup_channel_organic,signup_channel_partner,signup_channel_referral
-1.9315050827594138,1.2534205979520538,2.3262868378060184,6,1.6579505806547796,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.6073668908295649,-1.0730223770318041,0.14555707980594731,3,2.2374118317127087,0,1,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-1.6004705347769517,-1.0354428204957777,1.7119967651299421,4,-0.34601957925389093,1,3,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.7177117401570523,0.4583445518112683,0.022699065270732045,3,-0.2494427040775695,0,3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.22021947912659068,-1.5599460595771737,-0.45337574105322714,7,-1.1186345806644629,0,3,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.5512540271090529,1.7218229276332386,-0.5455192519546386,5,0.837047141656047,0,2,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.8753922190389019,-0.147223159226413,-2.2732100813561034,3,-1.1186345806644629,1,4,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.2753919037903344,0.7503913911769584,1.0823494406369638,1,-0.08043317251900697,0,5,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.716771301100284,-0.835465894643352,1.4355662324257077,1,0.9819124544205291,0,2,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.4960816024453092,1.1481978396511796,0.5909173824961027,6,-1.1186345806644629,1,3,7.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.4349532607857205,0.6862377196618853,2.1189639382778425,4,1.730383237037021,0,5,6.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1.9857370683663893,-0.2680145909493547,-1.4362398573349493,2,-1.0944903618703825,1,3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.49702204150207746,-0.09783288492192116,-0.307481848792659,5,-0.17701004769532844,1,2,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.3857367531178218,0.41459121098718066,-0.18462383425744372,3,-0.5874617671946947,0,3,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.11081506885587156,1.073575577386785,1.0285990592778071,4,-0.37016379804797134,0,2,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.8280565894845398,-0.5026183938956903,1.2589578365313356,3,0.6438933913034041,0,4,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.8832290141482834,-0.8338553422203795,0.9134196706510428,5,-0.03214473493084619,0,2,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5521944661658212,0.09972821229604574,-2.0812444336448297,4,1.2716430799494938,1,2,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.6004705347769517,-1.6412789569372876,0.04573494299608491,1,-1.1186345806644629,1,1,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
