customer_id,tenure_months,monthly_charges,usage_minutes,support_calls,payment_delay_days,contract_type,autopay,num_services,satisfaction_score,signup_channel,marketing_segment,favorite_color,lucky_number,churn
CUST111700,71,54.17,414,2,2.8,month-to-month,0,3,9.2,partner,B,white,5,0
CUST111701,33,88.49,460,4,12.5,two-year,1,4,7.1,organic,A,black,6,0
CUST111702,14,37.87,780,5,18.2,month-to-month,0,2,5.6,ads,C,yellow,3,0
CUST111703,72,141.17,306,1,0.0,one-year,1,5,4.4,partner,A,red,56,0
CUST111704,52,114.01,473,2,8.0,one-year,0,5,9.3,organic,C,blue,82,0
CUST111705,34,147.71,619,1,0.2,month-to-month,1,6,5.3,referral,B,black,32,0
CUST111706,13,51.26,703,3,5.5,month-to-month,0,1,3.4,organic,A,blue,38,0
CUST111707,36,38.14,645,4,0.0,month-to-month,1,2,6.2,organic,C,red,54,0
CUST111708,38,34.37,443,2,0.0,month-to-month,1,3,10.0,referral,A,blue,12,0
CUST111709,38,145.62,401,3,9.6,two-year,0,3,4.8,referral,A,white,32,0
CUST111710,61,22.38,317,1,0.0,one-year,1,4,8.3,ads,C,white,80,0
CUST111711,41,20.54,609,6,1.2,two-year,0,3,4.8,referral,B,red,84,0
CUST111712,37,113.12,352,3,3.3,two-year,0,4,8.7,organic,A,blue,62,0
CUST111713,38,147.59,381,1,0.0,month-to-month,0,1,8.3,organic,B,yellow,4,0
CUST111714,12,95.71,451,3,1.3,month-to-month,1,2,10.0,referral,A,red,9,0
CUST111715,18,100.73,266,5,4.2,one-year,0,3,8.3,referral,A,red,60,0
CUST111716,58,99.71,462,0,3.8,month-to-month,1,2,8.2,referral,B,yellow,3,0
CUST111717,6,54.23,326,5,6.4,month-to-month,0,5,6.1,ads,B,blue,3,1
CUST111718,33,53.91,524,3,10.3,month-to-month,0,3,3.0,organic,B,red,23,1
CUST111719,48,33.53,789,1,0.0,two-year,1,6,10.0,referral,C,red,94,0
CUST111720,45,80.97,558,3,6.4,month-to-month,0,4,6.6,ads,B,green,71,0
CUST111721,26,43.8,220,4,4.0,one-year,1,2,4.5,partner,A,red,93,0
CUST111722,38,60.42,459,1,10.9,one-year,0,1,6.7,referral,A,green,7,0
CUST111723,21,81.61,342,3,6.1,one-year,0,3,3.4,organic,C,black,1,1
CUST111724,72,123.95,460,1,0.0,one-year,1,4,4.4,organic,C,blue,84,0
CUST111725,33,116.83,509,2,3.9,month-to-month,0,2,6.5,referral,C,white,66,1
CUST111726,32,119.18,354,2,4.7,one-year,1,3,9.7,referral,C,red,12,0
CUST111727,54,22.54,492,1,2.7,one-year,0,2,9.5,referral,B,blue,45,0
CUST111728,24,129.87,539,2,5.4,month-to-month,0,3,5.7,partner,B,white,77,1
CUST111729,45,49.39,376,1,0.0,one-year,1,2,7.3,organic,C,black,4,0
CUST111730,17,56.49,510,4,2.4,month-to-month,0,1,5.3,partner,C,black,58,0
CUST111731,55,114.71,226,1,0.0,one-year,1,4,10.0,ads,A,green,48,0
CUST111732,50,92.92,531,2,3.3,two-year,1,5,7.8,organic,A,green,98,0
CUST111733,35,52.49,744,4,6.2,month-to-month,0,3,6.3,ads,C,white,11,1
CUST111734,43,116.56,549,7,12.7,one-year,0,1,8.1,organic,A,yellow,30,0
CUST111735,28,93.48,572,4,1.2,month-to-month,0,3,7.2,organic,A,black,35,0
CUST111736,2,143.46,660,2,12.9,one-year,0,4,6.2,organic,B,black,82,0
CUST111737,54,65.8,405,0,0.0,month-to-month,1,5,10.0,partner,A,blue,63,0
CUST111738,1,137.34,528,3,5.7,two-year,1,1,5.8,partner,B,yellow,97,0
CUST111739,44,128.08,442,7,3.4,one-year,0,3,8.4,ads,A,red,75,0
CUST111740,11,28.64,455,5,0.0,two-year,0,4,5.1,referral,A,black,75,0
CUST111741,20,36.14,668,3,0.3,one-year,0,3,5.5,organic,C,yellow,10,0
CUST111742,29,40.46,534,5,3.9,two-year,0,1,4.9,partner,A,black,67,0
CUST111743,58,60.16,193,3,7.5,month-to-month,1,1,7.7,ads,B,red,36,0
CUST111744,30,114.23,323,4,0.0,one-year,1,2,9.1,referral,A,white,10,0
CUST111745,43,120.45,342,5,10.8,month-to-month,0,2,5.1,organic,B,blue,20,1
CUST111746,50,123.38,490,2,2.6,two-year,1,2,7.8,partner,A,green,99,0
CUST111747,22,143.99,464,4,10.7,one-year,0,1,4.4,ads,C,black,35,1
CUST111748,51,87.96,426,8,0.0,month-to-month,0,3,6.5,organic,A,red,44,1
CUST111749,33,45.49,534,7,6.9,month-to-month,0,1,4.6,ads,A,yellow,38,0
