customer_id,tenure_months,monthly_charges,usage_minutes,support_calls,payment_delay_days,contract_type,autopay,num_services,satisfaction_score,signup_channel,marketing_segment,favorite_color,lucky_number,churn
CUST111850,11,60.36,307,2,3.7,one-year,0,2,6.9,ads,A,red,11,0
CUST111851,35,64.92,332,2,5.6,month-to-month,0,4,7.2,organic,A,black,50,0
CUST111852,58,108.76,414,1,5.2,month-to-month,1,4,10.0,organic,A,blue,33,0
CUST111853,53,84.56,234,2,0.0,month-to-month,0,4,10.0,partner,A,blue,60,0
CUST111854,34,143.88,261,3,13.4,month-to-month,0,2,6.6,partner,B,blue,96,1
CUST111855,35,127.2,438,5,18.7,month-to-month,1,2,3.0,ads,A,red,67,1
CUST111856,34,114.33,419,7,2.5,month-to-month,1,3,6.2,organic,B,white,57,0
CUST111857,68,148.24,445,1,3.6,month-to-month,1,5,6.2,ads,A,black,86,0
CUST111858,22,117.08,546,4,12.5,one-year,0,3,5.2,partner,B,red,84,0
CUST111859,37,34.89,367,1,9.7,month-to-month,1,4,6.6,referral,B,green,91,1
CUST111860,23,86.02,346,5,0.0,month-to-month,0,2,9.6,referral,B,blue,31,0
CUST111861,37,45.75,507,3,6.4,month-to-month,0,2,4.2,partner,B,blue,52,0
CUST111862,42,26.74,357,0,0.1,month-to-month,1,2,9.3,partner,B,blue,78,0
CUST111863,61,149.28,521,1,2.5,one-year,1,6,8.8,referral,A,blue,38,0
CUST111864,29,138.89,146,3,8.3,month-to-month,1,5,8.5,referral,A,white,65,0
CUST111865,31,100.95,455,1,2.7,one-year,0,1,6.0,partner,B,yellow,84,0
CUST111866,41,106.94,448,1,1.4,one-year,0,3,7.5,organic,B,yellow,21,0
CUST111867,1,57.52,624,4,4.4,month-to-month,0,3,4.9,partner,A,red,84,0
CUST111868,26,29.0,511,4,2.6,month-to-month,0,3,8.5,ads,B,red,87,0
CUST111869,41,124.51,556,4,1.5,month-to-month,1,3,9.1,partner,A,green,99,0
CUST111870,66,94.41,418,2,0.8,month-to-month,1,3,10.0,ads,C,red,4,0
CUST111871,62,80.08,464,5,11.8,two-year,0,3,9.1,referral,B,black,51,0
CUST111872,45,107.29,285,0,3.8,one-year,1,2,8.0,ads,B,yellow,16,0
CUST111873,41,84.04,351,6,5.4,one-year,0,4,4.4,ads,C,green,68,0
CUST111874,8,72.04,486,7,8.3,one-year,0,1,6.6,ads,B,black,80,1
CUST111875,48,113.63,687,3,7.2,month-to-month,1,1,1.0,organic,A,green,30,0
CUST111876,43,89.25,545,1,3.9,month-to-month,1,3,7.7,organic,A,white,96,0
CUST111877,32,42.29,512,5,5.6,month-to-month,0,1,4.1,ads,B,white,61,1
CUST111878,37,111.98,559,5,0.0,month-to-month,0,1,9.0,organic,A,blue,21,1
CUST111879,12,69.34,486,3,4.6,one-year,1,6,9.1,partner,A,red,71,0
CUST111880,25,120.35,444,0,0.6,one-year,1,4,4.0,organic,C,black,25,0
CUST111881,61,146.97,403,3,8.2,one-year,1,3,5.9,ads,A,red,96,0
CUST111882,17,85.73,323,3,0.9,month-to-month,1,3,4.1,partner,A,blue,17,1
CUST111883,22,116.49,269,0,0.0,month-to-month,1,4,3.5,ads,A,black,75,1
CUST111884,26,90.11,402,6,1.0,month-to-month,0,2,6.4,referral,B,white,23,0
CUST111885,27,146.27,400,1,0.0,one-year,0,3,8.8,organic,C,yellow,40,0
CUST111886,35,93.47,319,1,11.1,one-year,1,3,7.7,organic,B,yellow,66,0
CUST111887,48,75.95,479,4,9.4,month-to-month,1,2,6.3,partner,B,white,10,1
CUST111888,25,65.94,575,4,6.5,month-to-month,0,2,3.2,referral,C,yellow,13,1
CUST111889,7,46.79,358,6,4.5,one-year,0,4,5.7,referral,A,blue,43,1
CUST111890,36,67.33,443,1,4.8,one-year,1,3,3.3,organic,C,black,21,0
CUST111891,60,98.41,340,0,4.2,month-to-month,1,5,7.0,organic,A,black,20,0
CUST111892,40,27.03,519,9,5.5,one-year,1,2,3.3,ads,B,white,88,0
CUST111893,26,80.4,482,3,0.5,month-to-month,1,3,8.0,ads,C,blue,92,0
CUST111894,27,60.1,338,2,8.4,month-to-month,0,1,6.9,referral,A,yellow,73,0
CUST111895,31,141.79,477,4,3.8,month-to-month,1,3,6.7,ads,B,blue,51,0
CUST111896,33,107.66,132,1,4.3,two-year,1,4,4.5,organic,B,white,21,0
CUST111897,33,110.16,498,1,2.3,one-year,1,2,6.2,organic,B,red,20,0
CUST111898,7,105.24,326,3,8.5,month-to-month,0,2,1.5,ads,A,green,88,0
CUST111899,21,110.98,288,1,2.9,two-year,1,5,10.0,organic,C,blue,6,0
