customer_id,tenure_months,monthly_charges,usage_minutes,support_calls,payment_delay_days,contract_type,autopay,num_services,satisfaction_score,signup_channel,marketing_segment,favorite_color,lucky_number,churn
CUST111400,39,144.21,566,4,3.7,one-year,0,3,6.5,organic,A,blue,95,0
CUST111401,18,81.65,296,3,3.8,one-year,0,5,6.3,ads,A,red,92,0
CUST111402,35,84.01,104,11,9.9,month-to-month,0,4,6.6,referral,B,white,54,0
CUST111403,30,100.37,655,5,10.7,one-year,1,1,5.2,ads,C,white,46,1
CUST111404,26,65.97,525,1,8.9,one-year,0,3,7.4,ads,B,red,49,1
CUST111405,29,106.2,380,5,4.4,month-to-month,1,3,7.4,ads,A,white,22,1
CUST111406,34,108.33,584,9,3.1,month-to-month,0,1,5.6,ads,A,blue,20,0
CUST111407,55,143.29,430,2,0.0,one-year,1,6,6.6,ads,B,white,68,0
CUST111408,29,41.09,441,5,0.0,month-to-month,1,4,5.6,ads,A,blue,10,0
CUST111409,64,87.93,627,2,0.0,month-to-month,1,4,6.2,ads,A,green,61,0
CUST111410,39,97.05,463,6,11.2,month-to-month,0,3,4.6,ads,B,red,71,1
CUST111411,4,113.73,564,7,15.0,month-to-month,0,3,2.4,referral,A,white,41,1
CUST111412,28,26.44,353,3,1.2,two-year,0,3,5.9,organic,A,green,72,0
CUST111413,20,42.53,250,4,6.5,one-year,1,4,5.0,organic,B,blue,44,0
CUST111414,37,26.35,379,4,0.0,month-to-month,0,6,7.0,ads,C,black,71,0
CUST111415,7,85.94,510,5,10.9,month-to-month,1,3,5.0,ads,B,yellow,24,0
CUST111416,37,131.16,621,7,3.0,month-to-month,1,4,5.7,organic,B,white,44,0
CUST111417,48,104.59,435,5,8.1,one-year,1,3,3.2,organic,A,green,23,0
CUST111418,27,89.4,701,2,7.1,one-year,1,2,5.5,partner,A,white,39,0
CUST111419,38,21.34,332,2,3.3,one-year,1,2,9.8,ads,A,yellow,85,0
CUST111420,68,37.07,308,6,0.0,month-to-month,0,3,8.9,referral,B,blue,38,0
CUST111421,66,97.06,444,2,0.0,two-year,1,2,8.1,ads,B,black,49,0
CUST111422,22,51.43,456,2,8.9,one-year,0,2,5.6,partner,B,white,69,1
CUST111423,34,147.46,383,3,7.1,one-year,0,2,7.0,organic,C,white,89,0
CUST111424,27,72.18,370,2,3.1,month-to-month,0,3,3.6,ads,C,yellow,94,0
CUST111425,35,58.46,328,3,6.6,month-to-month,0,2,5.4,ads,A,blue,87,0
CUST111426,23,91.05,519,11,9.8,month-to-month,0,1,1.0,partner,B,black,11,1
CUST111427,30,35.42,444,6,0.7,month-to-month,0,1,7.2,ads,B,black,72,0
CUST111428,39,87.72,476,3,1.8,one-year,1,3,7.8,referral,C,yellow,25,0
CUST111429,53,135.31,107,3,1.9,month-to-month,1,4,7.3,ads,B,white,20,0
CUST111430,51,50.53,571,2,0.0,two-year,1,2,9.2,referral,A,red,3,0
CUST111431,54,50.89,313,0,6.5,two-year,1,2,7.8,referral,C,black,3,0
CUST111432,18,25.4,588,9,7.7,month-to-month,0,2,3.9,ads,A,yellow,69,1
CUST111433,12,135.81,264,3,4.0,one-year,0,5,6.9,ads,C,white,71,0
CUST111434,9,122.01,256,6,10.8,month-to-month,0,2,1.7,partner,A,red,19,1
CUST111435,34,74.51,362,3,15.0,month-to-month,0,3,3.1,ads,C,green,85,1
CUST111436,38,84.97,472,3,6.9,month-to-month,0,2,6.1,organic,A,white,12,0
CUST111437,64,36.68,570,0,0.0,one-year,0,3,8.3,ads,C,white,69,0
CUST111438,69,118.27,397,2,0.0,two-year,0,3,8.1,referral,A,red,61,0
CUST111439,19,34.77,336,4,0.0,month-to-month,1,4,5.3,partner,B,red,15,0
CUST111440,53,84.66,581,6,0.1,month-to-month,1,2,6.6,organic,A,green,94,1
CUST111441,22,23.02,386,2,5.5,month-to-month,0,2,5.6,partner,B,yellow,28,1
CUST111442,44,70.29,393,2,10.5,month-to-month,0,3,5.9,organic,A,blue,1,0
CUST111443,41,68.25,540,2,2.2,one-year,1,1,7.2,partner,C,green,30,0
CUST111444,51,31.91,500,7,5.9,month-to-month,0,3,1.9,partner,A,blue,89,1
CUST111445,45,54.77,511,1,2.7,month-to-month,1,2,3.3,referral,C,green,5,0
CUST111446,22,65.44,547,3,11.8,one-year,0,1,4.2,ads,A,blue,59,0
CUST111447,52,23.29,279,2,0.0,one-year,1,2,6.8,referral,A,blue,3,0
CUST111448,52,46.23,454,1,2.9,month-to-month,1,5,5.8,partner,C,black,86,0
CUST111449,33,121.98,316,6,7.6,month-to-month,0,4,3.9,organic,B,black,52,1
