customer_id,tenure_months,monthly_charges,usage_minutes,support_calls,payment_delay_days,contract_type,autopay,num_services,satisfaction_score,signup_channel,marketing_segment,favorite_color,lucky_number,churn
CUST111450,36,111.48,324,2,6.5,two-year,0,2,7.6,organic,A,red,67,0
CUST111451,63,70.12,543,4,9.1,month-to-month,0,4,6.5,partner,A,green,55,0
CUST111452,13,104.56,564,6,14.9,month-to-month,0,4,4.6,organic,A,black,12,0
CUST111453,22,133.43,738,4,6.9,month-to-month,0,3,6.7,ads,C,black,68,1
CUST111454,56,117.7,431,0,1.2,one-year,0,6,8.5,organic,A,yellow,52,0
CUST111455,45,85.75,247,2,3.8,month-to-month,1,5,6.6,partner,C,white,29,0
CUST111456,62,143.46,528,0,0.0,one-year,1,4,10.0,referral,A,green,25,0
CUST111457,50,78.92,321,3,0.7,two-year,1,4,6.9,organic,C,blue,99,0
CUST111458,28,109.38,357,4,15.5,month-to-month,0,2,4.6,referral,B,black,69,1
CUST111459,22,98.74,540,4,4.7,one-year,0,2,9.3,organic,B,red,82,0
CUST111460,30,69.67,404,2,1.0,month-to-month,0,3,7.6,organic,C,white,44,0
CUST111461,36,115.77,486,0,1.4,month-to-month,0,2,10.0,ads,B,black,71,0
CUST111462,46,106.0,436,4,3.9,one-year,1,3,2.4,ads,B,white,17,0
CUST111463,38,21.33,515,5,3.0,month-to-month,0,1,3.1,ads,A,red,94,0
CUST111464,72,25.5,388,0,0.0,one-year,1,5,10.0,referral,A,blue,93,0
CUST111465,20,135.18,266,1,1.3,two-year,0,2,6.5,referral,C,blue,97,0
CUST111466,31,23.59,564,4,3.6,month-to-month,1,4,2.3,organic,A,white,53,1
CUST111467,69,68.48,342,6,5.9,one-year,1,3,6.3,ads,C,blue,1,0
CUST111468,48,69.79,483,4,3.2,month-to-month,0,3,10.0,organic,B,black,60,0
CUST111469,46,35.39,476,3,4.1,one-year,1,3,7.1,ads,A,blue,20,0
CUST111470,66,88.85,409,0,0.0,two-year,0,2,9.5,referral,A,yellow,94,0
CUST111471,58,43.91,436,3,0.0,one-year,0,3,5.2,partner,C,blue,65,1
CUST111472,5,86.95,429,4,8.9,one-year,0,2,5.2,ads,C,white,2,0
CUST111473,28,76.02,114,0,7.1,month-to-month,1,4,6.2,referral,B,yellow,57,0
CUST111474,22,60.19,438,3,9.3,month-to-month,0,4,7.8,ads,A,blue,96,0
CUST111475,62,61.74,468,0,4.5,month-to-month,1,6,10.0,organic,A,red,26,0
CUST111476,52,31.87,562,2,5.8,two-year,1,4,9.0,partner,C,white,89,0
CUST111477,49,137.12,241,2,6.4,two-year,0,4,6.8,organic,B,blue,63,0
CUST111478,13,72.35,486,7,5.6,month-to-month,0,3,1.6,ads,C,red,68,1
CUST111479,42,138.29,260,6,8.8,month-to-month,0,1,1.6,organic,C,red,28,1
CUST111480,35,39.4,595,4,2.7,two-year,0,3,6.7,ads,A,green,37,0
CUST111481,50,66.44,359,1,2.1,month-to-month,0,4,8.6,referral,B,blue,56,0
CUST111482,49,141.3,515,6,6.7,month-to-month,0,4,8.3,organic,C,black,45,0
CUST111483,47,128.3,606,5,10.5,month-to-month,0,4,4.2,organic,C,white,76,1
CUST111484,34,118.27,404,2,8.8,month-to-month,0,2,2.9,ads,C,black,38,0
CUST111485,48,64.35,336,1,4.0,one-year,1,2,8.1,organic,B,black,98,0
CUST111486,34,24.88,388,5,11.5,month-to-month,0,3,1.5,ads,A,white,20,1
CUST111487,30,49.8,581,5,8.7,one-year,0,2,2.0,ads,A,green,29,1
CUST111488,18,138.59,529,2,10.6,month-to-month,0,1,4.7,organic,B,black,11,1
CUST111489,59,103.47,522,0,7.8,two-year,1,4,7.4,referral,C,black,29,0
CUST111490,26,24.11,638,4,7.0,month-to-month,1,2,7.7,organic,A,blue,10,0
CUST111491,3,38.3,411,1,2.6,one-year,1,3,8.3,partner,C,black,95,0
CUST111492,46,100.26,434,3,4.0,month-to-month,1,3,5.5,ads,C,green,65,0
CUST111493,53,68.81,494,1,4.2,two-year,1,4,10.0,referral,C,red,84,0
CUST111494,68,139.09,240,2,2.3,two-year,0,4,8.6,ads,C,green,52,0
CUST111495,24,47.8,566,5,2.1,month-to-month,0,4,8.3,partner,A,red,48,0
CUST111496,8,44.46,328,6,5.5,month-to-month,0,3,8.2,partner,A,blue,15,1
CUST111497,31,70.15,457,4,6.1,month-to-month,1,3,5.0,ads,C,red,72,0
CUST111498,39,130.94,514,3,2.1,month-to-month,0,3,7.2,ads,A,yellow,36,1
CUST111499,32,59.83,348,3,2.7,month-to-month,0,4,5.1,ads,A,yellow,36,0
