customer_id,tenure_months,monthly_charges,usage_minutes,support_calls,payment_delay_days,contract_type,autopay,num_services,satisfaction_score,signup_channel,marketing_segment,favorite_color,lucky_number,churn
CUST111000,55,148.79,608,4,6.9,month-to-month,0,1,6.4,partner,B,green,3,0
CUST111001,46,104.44,335,2,4.3,month-to-month,1,2,10.0,referral,C,white,90,0
CUST111002,46,125.29,405,4,0.0,one-year,0,4,8.8,ads,A,white,45,0
CUST111003,60,34.72,610,3,0.0,month-to-month,0,4,7.2,organic,A,blue,59,0
CUST111004,62,134.87,271,4,0.0,two-year,1,2,6.2,organic,A,yellow,20,0
CUST111005,1,22.64,364,1,0.0,month-to-month,0,1,6.0,ads,A,green,44,0
CUST111006,30,28.53,294,3,12.5,month-to-month,1,1,6.2,ads,A,blue,68,0
CUST111007,21,66.44,413,4,8.9,month-to-month,1,2,2.8,partner,A,red,67,0
CUST111008,41,59.08,401,2,0.9,one-year,1,4,8.1,ads,A,blue,74,0
CUST111009,32,43.72,292,0,5.2,month-to-month,0,2,5.6,organic,C,green,37,0
CUST111010,37,121.38,391,4,0.0,month-to-month,1,4,8.4,ads,B,green,17,0
CUST111011,22,73.63,491,3,6.4,month-to-month,0,2,6.3,ads,B,white,42,0
CUST111012,45,135.63,509,1,14.0,month-to-month,0,2,6.8,partner,C,blue,71,0
CUST111013,52,23.82,451,5,10.1,month-to-month,1,2,4.1,ads,A,blue,60,1
CUST111014,35,64.34,452,1,0.0,month-to-month,0,3,7.3,organic,C,blue,43,0
CUST111015,16,43.8,222,3,0.0,one-year,1,5,7.8,referral,A,blue,96,0
CUST111016,34,77.05,578,3,0.0,one-year,0,3,6.0,referral,C,blue,53,0
CUST111017,27,149.51,460,4,4.6,month-to-month,0,1,3.4,referral,B,black,2,1
CUST111018,38,134.75,591,2,7.7,one-year,0,4,4.7,ads,C,blue,85,0
CUST111019,33,103.54,486,0,5.7,one-year,0,5,9.2,referral,B,green,20,0
CUST111020,35,47.08,544,1,0.0,one-year,1,2,9.8,partner,A,white,82,0
CUST111021,1,103.53,280,6,9.0,month-to-month,1,1,6.1,organic,A,red,37,0
CUST111022,66,49.07,800,2,0.0,one-year,1,3,7.5,referral,B,black,31,0
CUST111023,51,28.35,453,1,0.0,two-year,1,2,6.9,partner,A,yellow,11,0
CUST111024,31,110.12,540,1,0.0,one-year,1,4,6.3,ads,B,black,65,0
CUST111025,35,121.96,495,1,0.0,two-year,1,5,8.0,organic,B,red,46,0
CUST111026,20,55.64,322,2,6.4,one-year,0,3,7.7,referral,C,black,21,0
CUST111027,25,42.54,314,3,5.6,month-to-month,0,2,6.2,ads,A,white,83,0
CUST111028,24,125.1,424,3,3.6,month-to-month,0,4,9.3,referral,B,red,17,0
CUST111029,40,37.07,291,4,0.0,month-to-month,1,3,6.1,referral,B,red,17,1
CUST111030,59,145.79,650,3,10.5,month-to-month,0,2,4.7,partner,B,yellow,66,0
CUST111031,38,21.75,470,3,0.0,month-to-month,1,3,6.6,organic,C,red,42,0
CUST111032,2,94.91,588,4,13.4,month-to-month,0,2,1.0,partner,B,blue,84,1
CUST111033,54,95.97,511,2,5.3,one-year,1,4,5.8,ads,A,green,23,0
CUST111034,7,84.24,290,1,7.7,one-year,0,1,5.1,ads,A,white,60,0
CUST111035,50,118.2,480,3,8.4,month-to-month,0,2,5.7,ads,C,white,25,0
CUST111036,56,99.72,538,7,0.3,month-to-month,0,3,7.2,referral,A,red,99,0
CUST111037,39,146.03,426,4,0.0,month-to-month,1,3,5.7,partner,A,green,60,0
CUST111038,25,29.4,298,4,4.3,one-year,1,1,5.9,organic,B,green,20,1
CUST111039,21,72.14,361,1,7.1,month-to-month,0,2,4.9,ads,A,white,1,0
CUST111040,25,83.86,465,3,4.0,month-to-month,0,2,5.1,ads,B,red,62,0
CUST111041,28,110.86,535,3,4.1,month-to-month,0,1,6.0,ads,B,yellow,47,0
CUST111042,49,26.68,264,3,1.2,one-year,0,4,3.8,ads,B,blue,20,0
CUST111043,33,123.6,334,3,0.0,month-to-month,1,5,6.0,ads,C,blue,38,0
CUST111044,51,36.02,528,0,7.8,one-year,0,3,6.0,ads,C,blue,72,0
CUST111045,56,20.23,270,1,0.0,month-to-month,1,2,5.3,ads,C,blue,36,0
CUST111046,46,80.14,407,0,0.0,two-year,1,3,5.3,ads,A,black,1,0
CUST111047,13,47.28,408,2,8.3,month-to-month,0,4,2.9,organic,B,white,73,1
CUST111048,36,143.99,534,4,2.5,month-to-month,0,4,5.8,partner,B,red,34,0
CUST111049,46,107.79,460,1,0.0,one-year,1,5,10.0,organic,A,blue,42,0
