customer_id,tenure_months,monthly_charges,usage_minutes,support_calls,payment_delay_days,contract_type,autopay,num_services,satisfaction_score,signup_channel,marketing_segment,favorite_color,lucky_number,churn
CUST111650,67,72.41,173,1,0.0,two-year,1,2,10.0,referral,A,red,15,0
CUST111651,49,115.54,299,7,9.5,month-to-month,1,3,8.4,organic,B,black,92,0
CUST111652,48,105.85,419,2,1.0,month-to-month,1,3,5.0,referral,B,black,52,0
CUST111653,37,133.28,563,3,0.0,one-year,0,3,10.0,referral,B,black,60,0
CUST111654,11,87.43,429,9,11.7,month-to-month,0,2,1.1,partner,B,red,92,1
CUST111655,25,62.46,593,3,8.9,month-to-month,0,3,5.1,partner,A,black,52,1
CUST111656,46,128.71,494,1,1.5,one-year,0,3,10.0,ads,A,green,44,0
CUST111657,51,84.87,367,7,2.3,two-year,1,5,9.1,referral,B,green,1,0
CUST111658,54,87.67,599,5,0.5,two-year,1,4,5.1,organic,C,red,20,0
CUST111659,24,139.49,454,2,3.8,month-to-month,0,2,7.9,organic,B,green,69,0
CUST111660,23,69.76,336,5,7.6,one-year,0,3,5.8,organic,A,green,62,1
CUST111661,25,121.96,445,6,5.0,month-to-month,1,1,4.9,organic,B,black,72,1
CUST111662,72,148.81,395,3,0.0,month-to-month,1,6,6.0,referral,B,white,60,0
CUST111663,25,87.34,425,3,4.1,month-to-month,0,3,6.3,organic,B,yellow,93,0
CUST111664,19,80.33,306,5,4.4,two-year,0,3,6.4,organic,A,blue,83,0
CUST111665,3,47.24,548,5,11.0,one-year,1,2,5.7,referral,B,blue,53,0
CUST111666,52,70.55,280,0,0.0,one-year,1,2,4.9,referral,A,green,83,0
CUST111667,18,46.6,401,7,1.2,one-year,0,4,4.9,ads,A,white,38,0
CUST111668,45,77.42,471,2,7.3,month-to-month,0,3,7.2,referral,A,yellow,92,0
CUST111669,1,75.23,322,2,7.4,month-to-month,0,2,7.4,ads,A,blue,12,1
CUST111670,9,103.42,417,3,5.5,one-year,0,3,3.7,ads,A,black,31,1
CUST111671,16,105.73,308,0,3.9,month-to-month,0,2,9.1,ads,A,green,5,0
CUST111672,27,144.62,255,3,4.4,month-to-month,0,2,5.9,organic,A,black,26,1
CUST111673,71,61.34,637,2,6.5,month-to-month,1,4,10.0,referral,B,blue,97,0
CUST111674,16,31.0,534,9,7.1,month-to-month,0,1,1.6,partner,A,red,16,1
CUST111675,10,129.4,423,3,7.2,one-year,0,3,3.6,organic,A,white,57,1
CUST111676,25,24.31,532,2,6.0,month-to-month,0,3,7.6,ads,A,black,90,1
CUST111677,35,32.51,523,3,8.9,month-to-month,1,3,5.0,ads,B,black,81,0
CUST111678,1,66.82,376,2,3.0,month-to-month,0,3,3.7,organic,B,black,84,1
CUST111679,21,74.41,554,4,8.7,month-to-month,0,3,4.7,referral,C,blue,88,1
CUST111680,47,107.39,310,5,0.4,month-to-month,0,2,4.7,ads,B,red,41,0
CUST111681,30,127.2,536,4,6.1,two-year,0,1,7.7,ads,A,blue,14,0
CUST111682,37,141.17,218,0,0.0,two-year,1,4,8.5,organic,A,green,29,0
CUST111683,28,21.78,378,1,6.8,month-to-month,0,3,8.1,ads,A,yellow,24,0
CUST111684,41,49.11,243,4,1.5,month-to-month,0,2,9.1,referral,C,white,72,0
CUST111685,72,57.82,475,2,2.0,month-to-month,0,2,4.2,referral,B,yellow,6,0
CUST111686,72,109.67,596,1,0.5,month-to-month,1,6,8.7,referral,A,red,86,0
CUST111687,13,144.52,531,5,6.6,two-year,0,2,1.0,organic,A,yellow,8,1
CUST111688,27,26.4,365,7,1.7,one-year,0,3,4.4,referral,A,black,49,1
CUST111689,70,25.33,270,0,6.2,month-to-month,0,3,9.3,ads,C,green,67,0
CUST111690,12,140.58,810,5,6.5,month-to-month,0,3,5.6,ads,C,green,11,0
CUST111691,72,120.08,778,3,1.4,one-year,1,6,6.0,organic,B,yellow,58,0
CUST111692,68,114.75,257,0,0.0,month-to-month,1,3,6.7,referral,C,black,9,0
CUST111693,28,146.38,503,2,8.9,month-to-month,0,3,1.1,ads,C,blue,81,1
CUST111694,47,49.73,267,4,4.4,month-to-month,1,1,3.3,ads,C,yellow,36,0
CUST111695,17,123.99,246,4,1.3,one-year,1,1,6.0,organic,A,red,50,0
CUST111696,9,50.35,427,9,5.6,month-to-month,0,2,4.6,ads,C,yellow,84,1
CUST111697,36,51.44,427,3,12.9,month-to-month,1,3,5.0,organic,C,green,80,0
CUST111698,40,81.97,542,5,0.0,one-year,0,6,7.2,referral,C,black,77,0
CUST111699,28,103.17,141,2,11.3,one-year,1,2,4.4,ads,C,yellow,69,1
