customer_id,tenure_months,monthly_charges,usage_minutes,support_calls,payment_delay_days,contract_type,autopay,num_services,satisfaction_score,signup_channel,marketing_segment,favorite_color,lucky_number,churn
CUST111600,2,61.71,546,5,9.8,month-to-month,0,3,2.4,ads,B,white,10,1
CUST111601,28,79.42,408,3,1.5,one-year,0,5,4.9,referral,C,yellow,24,0
CUST111602,35,48.49,209,5,11.3,month-to-month,1,2,6.8,ads,A,black,96,0
CUST111603,40,102.59,341,0,0.7,month-to-month,0,3,7.6,ads,B,white,61,0
CUST111604,57,142.16,43,2,7.1,month-to-month,0,1,3.7,organic,B,red,39,1
CUST111605,38,56.66,359,1,2.4,month-to-month,0,5,5.1,organic,B,yellow,1,0
CUST111606,15,128.22,359,5,16.0,month-to-month,0,4,3.4,referral,A,white,61,1
CUST111607,51,136.62,380,2,0.7,one-year,0,2,6.6,referral,A,black,68,0
CUST111608,16,132.81,487,8,1.4,month-to-month,0,3,4.9,partner,A,black,99,1
CUST111609,45,44.9,648,8,5.3,month-to-month,1,1,3.9,ads,B,red,71,0
CUST111610,37,84.87,312,2,2.9,month-to-month,1,3,8.8,organic,A,green,83,0
CUST111611,51,54.69,473,0,0.0,one-year,0,4,10.0,organic,A,green,88,0
CUST111612,30,76.71,210,3,6.9,month-to-month,1,2,7.7,organic,A,blue,18,1
CUST111613,14,119.41,476,3,9.2,month-to-month,0,2,5.9,ads,B,black,2,1
CUST111614,19,62.06,439,4,8.5,one-year,0,3,3.3,ads,C,white,64,1
CUST111615,28,132.11,744,3,8.3,two-year,0,4,9.0,partner,A,red,25,0
CUST111616,45,42.34,373,6,6.0,one-year,1,5,5.8,ads,B,yellow,48,0
CUST111617,72,50.84,410,2,0.0,month-to-month,0,4,6.2,ads,A,red,64,1
CUST111618,19,93.16,255,1,3.7,one-year,1,6,7.1,partner,B,black,19,0
CUST111619,66,48.96,601,4,0.0,one-year,1,4,9.2,ads,B,black,61,0
CUST111620,25,37.49,298,3,9.1,month-to-month,1,2,7.0,ads,B,red,61,0
CUST111621,57,76.87,544,2,4.8,one-year,1,3,6.5,referral,C,blue,14,0
CUST111622,9,60.23,618,2,9.6,one-year,0,3,7.6,ads,A,blue,73,1
CUST111623,32,75.37,223,4,2.3,month-to-month,0,2,4.9,partner,C,yellow,90,1
CUST111624,32,36.39,429,0,1.7,month-to-month,1,5,10.0,referral,A,yellow,96,0
CUST111625,19,120.36,440,3,7.2,month-to-month,1,2,2.3,ads,C,yellow,22,1
CUST111626,31,136.54,228,3,7.7,two-year,0,3,7.3,partner,A,green,68,0
CUST111627,31,56.72,220,2,9.2,month-to-month,0,1,5.9,partner,B,blue,67,0
CUST111628,55,112.39,181,1,0.0,two-year,1,5,10.0,referral,B,green,91,0
CUST111629,66,107.44,207,0,2.0,month-to-month,1,3,6.4,referral,B,green,23,0
CUST111630,60,131.47,528,2,0.0,two-year,1,5,6.2,organic,B,yellow,66,0
CUST111631,29,138.53,164,2,4.2,month-to-month,0,2,5.6,referral,C,black,47,0
CUST111632,72,47.59,470,0,0.6,two-year,1,4,10.0,ads,A,yellow,14,0
CUST111633,39,129.61,591,6,8.2,month-to-month,1,2,10.0,ads,A,white,70,0
CUST111634,56,38.96,528,0,4.3,one-year,1,2,6.4,referral,C,blue,24,0
CUST111635,36,36.96,286,4,1.2,month-to-month,1,5,6.9,ads,C,yellow,92,0
CUST111636,39,104.75,728,2,1.7,one-year,0,5,6.7,ads,A,white,71,0
CUST111637,42,67.87,459,4,4.2,two-year,0,4,7.4,organic,A,yellow,95,0
CUST111638,28,54.46,377,2,4.8,month-to-month,1,2,7.8,partner,A,black,20,0
CUST111639,25,115.9,658,5,5.7,month-to-month,1,1,5.4,referral,C,red,65,0
CUST111640,45,145.63,551,2,2.6,month-to-month,0,4,7.2,referral,C,black,96,0
CUST111641,53,58.69,384,2,2.2,one-year,1,2,2.8,ads,B,red,21,0
CUST111642,59,143.86,475,1,0.0,one-year,1,3,10.0,referral,C,blue,40,0
CUST111643,5,54.61,515,3,17.4,month-to-month,0,1,1.4,ads,C,black,31,0
CUST111644,41,106.05,579,2,2.7,two-year,1,4,5.1,referral,B,yellow,20,0
CUST111645,56,121.81,300,3,7.9,month-to-month,0,4,8.2,ads,C,yellow,34,0
CUST111646,47,50.91,651,1,4.4,one-year,0,5,7.6,referral,B,red,59,0
CUST111647,28,59.08,341,3,2.1,month-to-month,1,1,8.7,referral,C,white,96,0
CUST111648,55,147.22,454,6,1.6,month-to-month,0,3,5.2,referral,C,red,20,1
CUST111649,40,59.83,294,0,0.6,month-to-month,0,4,10.0,organic,C,white,43,0
