customer_id,tenure_months,monthly_charges,usage_minutes,support_calls,payment_delay_days,contract_type,autopay,num_services,satisfaction_score,signup_channel,marketing_segment,favorite_color,lucky_number,churn
CUST111900,35,57.06,309,2,0.9,month-to-month,1,3,10.0,organic,B,white,2,0
CUST111901,32,104.66,323,7,9.0,month-to-month,0,3,5.6,partner,A,black,36,1
CUST111902,22,80.12,250,5,15.0,month-to-month,0,1,4.4,partner,A,blue,66,1
CUST111903,17,100.17,587,4,12.8,month-to-month,1,3,4.7,ads,A,black,98,1
CUST111904,53,79.18,433,2,1.1,two-year,0,3,3.2,ads,B,black,81,0
CUST111905,67,122.6,545,1,0.3,one-year,1,5,8.9,ads,A,black,35,0
CUST111906,22,68.09,525,3,6.9,one-year,1,5,6.5,ads,A,black,95,0
CUST111907,1,130.69,425,5,14.5,one-year,1,2,3.1,ads,A,yellow,86,0
CUST111908,46,49.29,619,4,6.3,month-to-month,1,2,4.4,organic,C,red,33,1
CUST111909,30,132.76,622,0,3.2,month-to-month,1,5,6.5,ads,C,blue,82,0
CUST111910,21,83.88,446,2,0.0,month-to-month,1,5,5.4,referral,B,blue,33,0
CUST111911,1,69.81,473,2,8.3,month-to-month,0,5,8.4,ads,B,green,47,1
CUST111912,28,76.2,335,1,11.5,two-year,0,4,3.8,ads,A,white,21,0
CUST111913,33,110.95,410,4,7.4,one-year,0,3,7.0,organic,B,green,68,0
CUST111914,12,52.33,411,2,6.4,month-to-month,0,4,4.4,ads,A,yellow,88,0
CUST111915,23,105.33,309,2,5.5,month-to-month,1,2,7.7,ads,A,green,38,0
CUST111916,37,93.48,553,4,0.0,two-year,0,3,8.6,organic,C,yellow,82,0
CUST111917,65,21.12,412,4,0.4,two-year,0,2,8.0,organic,B,yellow,51,0
CUST111918,22,33.8,333,4,5.5,one-year,1,3,5.3,referral,B,red,69,0
CUST111919,20,56.55,286,3,7.7,month-to-month,0,2,5.2,ads,C,black,33,1
CUST111920,63,109.46,616,3,0.0,month-to-month,1,2,7.9,organic,C,red,46,0
CUST111921,47,54.11,304,3,10.2,one-year,1,3,7.2,organic,A,yellow,94,0
CUST111922,40,133.14,369,1,0.0,month-to-month,0,2,4.9,organic,C,green,89,0
CUST111923,19,40.37,572,5,7.1,month-to-month,0,1,7.9,ads,B,blue,19,1
CUST111924,30,20.58,317,7,8.9,one-year,1,1,1.3,ads,C,black,23,1
CUST111925,29,142.97,412,3,8.7,one-year,0,2,6.2,partner,A,green,89,0
CUST111926,52,58.52,532,0,0.0,one-year,1,4,8.5,organic,C,blue,49,0
CUST111927,23,84.81,339,4,6.2,month-to-month,0,5,7.3,partner,A,blue,17,1
CUST111928,40,92.21,191,5,5.9,one-year,0,1,7.4,partner,A,red,57,0
CUST111929,25,69.31,427,4,13.2,month-to-month,1,5,2.7,partner,A,green,29,1
CUST111930,35,27.15,102,3,6.8,one-year,1,4,10.0,ads,B,yellow,47,0
CUST111931,64,92.39,211,0,2.1,two-year,1,4,10.0,ads,C,green,65,0
CUST111932,38,149.62,509,1,0.6,two-year,0,2,6.6,organic,A,black,43,0
CUST111933,43,112.29,402,1,0.8,one-year,1,3,5.3,organic,A,white,76,0
CUST111934,24,74.48,423,4,7.3,month-to-month,0,2,5.9,ads,A,white,11,1
CUST111935,27,122.16,529,1,5.3,month-to-month,1,3,8.6,partner,B,yellow,45,1
CUST111936,24,133.12,441,1,0.0,one-year,0,3,8.1,referral,B,blue,65,0
CUST111937,12,91.42,499,2,0.0,month-to-month,1,3,5.9,referral,B,black,97,0
CUST111938,23,112.31,387,3,0.0,one-year,0,1,5.4,referral,A,red,60,0
CUST111939,32,120.3,646,0,0.0,one-year,1,4,6.5,ads,A,green,55,0
CUST111940,27,52.72,241,2,12.2,month-to-month,0,3,5.5,referral,A,green,37,1
CUST111941,61,79.35,628,2,0.0,one-year,1,3,9.8,ads,B,yellow,81,0
CUST111942,49,137.85,366,5,1.0,month-to-month,1,1,9.3,referral,B,red,91,0
CUST111943,35,111.53,290,1,1.4,one-year,1,3,9.0,referral,B,yellow,65,0
CUST111944,72,77.48,596,0,0.0,one-year,1,4,8.0,referral,B,yellow,83,0
CUST111945,12,53.43,351,3,3.5,one-year,1,4,6.3,organic,A,red,59,0
CUST111946,58,36.42,334,3,0.0,month-to-month,0,4,9.6,ads,A,red,8,0
CUST111947,17,146.62,104,3,12.4,month-to-month,0,3,2.1,partner,B,white,93,0
CUST111948,38,149.44,448,6,0.0,one-year,1,2,7.3,ads,A,red,98,0
CUST111949,23,89.05,627,6,15.1,month-to-month,0,2,3.6,partner,B,black,6,1
