customer_id,tenure_months,monthly_charges,usage_minutes,support_calls,payment_delay_days,contract_type,autopay,num_services,satisfaction_score,signup_channel,marketing_segment,favorite_color,lucky_number,churn
CUST111300,54,109.79,441,9,4.1,two-year,1,2,7.7,organic,A,red,23,0
CUST111301,16,43.4,305,2,6.5,one-year,1,2,4.9,ads,C,blue,44,0
CUST111302,48,135.4,438,3,2.3,month-to-month,0,2,4.8,organic,A,blue,88,0
CUST111303,5,66.42,452,4,11.6,month-to-month,0,4,2.3,ads,B,green,97,1
CUST111304,12,51.49,518,4,2.9,month-to-month,0,4,5.7,partner,C,blue,77,0
CUST111305,46,98.55,502,2,10.1,two-year,1,3,5.4,ads,B,red,97,0
CUST111306,32,99.0,539,3,0.4,one-year,1,3,4.8,partner,B,black,20,0
CUST111307,51,57.2,434,3,6.5,month-to-month,0,2,5.0,ads,A,white,48,1
CUST111308,17,72.79,310,3,7.9,one-year,1,2,6.4,ads,B,white,52,0
CUST111309,1,61.37,357,3,2.1,month-to-month,0,3,8.1,partner,B,blue,36,1
CUST111310,30,135.66,454,3,1.1,month-to-month,0,1,6.4,ads,A,yellow,3,1
CUST111311,35,98.49,557,8,16.2,month-to-month,0,3,4.9,partner,C,red,89,1
CUST111312,12,130.88,488,5,10.3,one-year,0,4,6.0,ads,C,white,7,0
CUST111313,1,81.4,551,4,9.3,month-to-month,0,1,2.8,organic,C,white,85,1
CUST111314,38,22.04,488,2,7.0,month-to-month,0,2,3.2,partner,A,white,71,1
CUST111315,4,45.15,416,7,0.0,one-year,1,1,4.6,partner,B,black,28,0
CUST111316,51,120.06,456,2,3.8,two-year,1,2,9.8,organic,A,black,68,0
CUST111317,36,43.67,455,1,10.6,one-year,0,5,9.3,partner,B,red,79,0
CUST111318,43,131.64,473,2,2.2,one-year,1,1,3.0,partner,C,green,49,0
CUST111319,6,58.89,501,6,13.7,month-to-month,1,2,6.5,ads,A,red,14,1
CUST111320,60,45.06,400,1,1.0,month-to-month,0,5,3.1,referral,B,green,84,0
CUST111321,42,37.2,466,1,2.4,month-to-month,0,3,8.4,organic,C,white,64,0
CUST111322,49,104.31,428,4,0.0,month-to-month,0,2,7.4,partner,A,white,61,0
CUST111323,70,133.19,610,2,0.9,one-year,1,4,5.8,organic,B,white,24,0
CUST111324,24,94.56,320,1,3.2,two-year,1,3,9.0,ads,A,black,1,0
CUST111325,60,80.88,299,2,0.4,one-year,0,3,10.0,organic,A,green,18,0
CUST111326,16,77.67,340,2,0.2,two-year,1,3,6.6,organic,B,green,69,0
CUST111327,24,75.38,310,3,2.9,month-to-month,1,3,7.8,organic,A,black,24,0
CUST111328,56,140.12,370,4,3.9,month-to-month,1,3,8.0,partner,A,blue,48,0
CUST111329,47,149.8,278,1,9.8,one-year,1,5,3.8,partner,B,black,36,0
CUST111330,71,106.18,563,1,4.0,month-to-month,0,4,5.0,organic,B,yellow,90,0
CUST111331,35,109.44,449,4,1.0,month-to-month,0,4,5.5,ads,A,black,1,0
CUST111332,44,143.68,465,2,6.5,one-year,1,3,7.3,organic,B,blue,18,0
CUST111333,57,20.03,305,2,0.0,one-year,1,2,8.2,referral,B,blue,61,0
CUST111334,19,48.26,444,10,12.2,month-to-month,0,4,3.4,ads,A,blue,93,1
CUST111335,13,132.92,441,1,7.4,one-year,0,2,4.5,ads,B,yellow,59,0
CUST111336,25,110.77,102,2,0.0,one-year,1,2,5.9,ads,B,black,39,0
CUST111337,31,27.4,248,10,8.5,month-to-month,0,1,4.5,referral,C,green,49,0
CUST111338,61,30.13,323,0,0.0,one-year,0,5,10.0,organic,A,green,15,0
CUST111339,26,70.74,511,2,4.7,month-to-month,1,3,5.9,referral,B,red,30,1
CUST111340,41,137.01,365,2,5.1,month-to-month,0,2,2.8,ads,C,white,27,1
CUST111341,28,102.73,528,3,6.4,month-to-month,1,4,5.3,partner,A,black,34,0
CUST111342,44,137.43,495,2,5.6,two-year,1,3,2.3,ads,C,yellow,7,0
CUST111343,30,73.32,181,7,15.4,one-year,0,2,7.9,organic,A,white,8,0
CUST111344,29,29.75,511,4,5.8,month-to-month,0,1,5.7,ads,A,green,37,0
CUST111345,37,58.36,318,4,0.0,month-to-month,0,3,5.6,partner,A,white,30,0
CUST111346,21,120.11,488,3,0.0,one-year,1,2,5.4,referral,B,white,42,0
CUST111347,42,88.12,216,2,1.7,two-year,1,4,8.1,ads,C,blue,96,0
CUST111348,43,119.54,323,2,0.0,month-to-month,1,5,10.0,organic,A,yellow,37,0
CUST111349,36,98.0,261,2,7.5,month-to-month,0,5,4.4,ads,B,blue,80,0
