customer_id,tenure_months,monthly_charges,usage_minutes,support_calls,payment_delay_days,contract_type,autopay,num_services,satisfaction_score,signup_channel,marketing_segment,favorite_color,lucky_number,churn
CUST111800,33,32.22,570,5,1.8,one-year,1,2,8.0,organic,A,black,73,0
CUST111801,13,112.58,473,3,1.0,month-to-month,0,4,6.3,ads,A,black,52,0
CUST111802,30,51.78,545,0,5.0,month-to-month,0,3,4.1,referral,C,black,28,1
CUST111803,27,20.74,475,2,0.0,two-year,1,1,6.0,ads,C,yellow,31,0
CUST111804,45,97.39,305,3,0.0,month-to-month,1,4,7.3,partner,B,red,39,0
CUST111805,30,110.1,277,1,3.8,month-to-month,0,3,7.0,partner,B,white,62,0
CUST111806,11,140.34,676,3,10.5,month-to-month,0,3,5.9,organic,B,black,98,1
CUST111807,52,22.87,206,1,2.3,two-year,0,5,8.7,ads,C,blue,3,0
CUST111808,16,148.57,478,1,0.0,two-year,1,2,5.0,organic,A,yellow,81,0
CUST111809,45,119.48,285,0,1.4,one-year,0,4,7.3,organic,C,yellow,57,0
CUST111810,1,143.51,399,2,10.0,month-to-month,0,1,7.1,organic,C,green,67,1
CUST111811,7,53.55,191,4,7.9,two-year,0,1,3.0,partner,A,red,38,1
CUST111812,40,84.62,694,4,4.6,one-year,0,2,8.3,partner,A,yellow,30,0
CUST111813,36,92.17,523,1,0.0,month-to-month,1,4,10.0,organic,B,red,90,0
CUST111814,22,103.64,560,4,0.5,one-year,0,4,9.6,partner,A,black,54,0
CUST111815,72,94.36,529,3,2.6,two-year,0,3,8.7,ads,B,red,43,0
CUST111816,26,99.49,362,3,6.6,month-to-month,0,3,7.0,partner,C,green,75,0
CUST111817,66,147.13,509,1,3.7,one-year,0,1,7.6,referral,C,blue,26,0
CUST111818,35,35.52,271,2,0.4,month-to-month,1,3,4.3,organic,A,red,56,0
CUST111819,36,65.71,318,1,0.8,month-to-month,0,3,6.1,referral,A,yellow,28,0
CUST111820,38,109.55,198,6,10.1,one-year,0,1,4.4,organic,A,white,42,0
CUST111821,39,127.51,402,2,8.6,month-to-month,0,1,4.5,ads,A,white,17,0
CUST111822,27,110.33,254,6,0.0,month-to-month,1,2,6.9,ads,C,red,72,1
CUST111823,43,109.06,586,3,2.0,two-year,1,3,8.8,referral,C,yellow,80,0
CUST111824,35,125.45,537,4,4.8,month-to-month,1,3,6.4,ads,A,green,55,0
CUST111825,50,140.83,498,1,0.0,one-year,1,2,6.5,referral,B,red,73,0
CUST111826,72,89.93,685,2,0.0,one-year,1,4,9.3,organic,A,black,20,0
CUST111827,44,47.17,411,3,0.6,month-to-month,0,5,5.7,organic,A,yellow,51,1
CUST111828,53,133.36,574,3,9.7,month-to-month,0,4,5.6,organic,C,blue,79,0
CUST111829,40,140.7,358,3,4.0,one-year,1,2,7.9,referral,A,green,85,0
CUST111830,33,140.72,186,7,11.0,one-year,1,2,7.3,referral,B,red,10,0
CUST111831,33,107.3,438,3,7.2,one-year,0,5,6.8,ads,A,white,76,0
CUST111832,39,106.44,583,3,0.7,one-year,0,3,7.9,ads,A,blue,17,0
CUST111833,29,41.02,175,3,6.8,month-to-month,0,2,1.5,ads,A,green,1,1
CUST111834,22,33.14,530,0,6.9,month-to-month,0,2,2.4,ads,C,blue,29,1
CUST111835,48,58.06,453,1,5.9,month-to-month,1,2,5.0,organic,B,red,58,0
CUST111836,50,46.06,393,4,0.0,one-year,1,1,7.1,ads,A,white,14,0
CUST111837,47,62.73,344,4,4.1,month-to-month,0,3,4.7,referral,C,white,86,0
CUST111838,66,73.17,374,1,0.0,two-year,1,6,9.9,referral,B,white,31,0
CUST111839,22,87.99,389,4,12.6,month-to-month,1,3,7.1,ads,A,red,47,1
CUST111840,35,86.19,356,1,4.4,two-year,1,3,3.9,referral,C,black,44,0
CUST111841,37,144.38,293,1,9.5,month-to-month,0,3,3.1,organic,A,yellow,13,0
CUST111842,67,134.45,610,4,2.0,month-to-month,0,4,9.5,ads,A,blue,62,0
CUST111843,1,67.1,513,4,0.0,one-year,0,1,7.0,organic,B,green,86,0
CUST111844,28,135.29,305,5,3.9,two-year,1,3,5.1,ads,B,white,36,0
CUST111845,35,23.6,419,2,5.9,month-to-month,0,1,4.5,ads,C,blue,28,1
CUST111846,35,130.86,432,2,0.0,two-year,1,5,3.6,referral,B,black,35,0
CUST111847,8,25.55,622,5,7.6,one-year,1,3,7.2,partner,B,blue,41,0
CUST111848,16,49.64,323,5,13.4,month-to-month,0,2,3.1,ads,A,black,70,1
CUST111849,57,46.95,527,2,5.1,month-to-month,1,5,9.6,ads,A,red,6,0
