customer_id,tenure_months,monthly_charges,usage_minutes,support_calls,payment_delay_days,contract_type,autopay,num_services,satisfaction_score,signup_channel,marketing_segment,favorite_color,lucky_number,churn
CUST111050,69,127.73,408,3,4.2,month-to-month,1,3,9.8,referral,B,red,23,0
CUST111051,1,141.21,428,5,4.4,month-to-month,0,3,6.8,ads,C,red,11,1
CUST111052,49,31.61,448,1,0.0,one-year,1,5,7.3,ads,B,yellow,49,0
CUST111053,35,96.31,439,3,0.0,month-to-month,1,6,6.9,partner,A,yellow,54,0
CUST111054,38,82.56,555,0,1.4,month-to-month,1,2,7.3,referral,A,green,11,0
CUST111055,26,111.16,518,1,3.9,month-to-month,0,5,5.0,organic,C,black,85,1
CUST111056,42,108.73,430,2,14.0,month-to-month,1,1,9.0,referral,A,yellow,49,0
CUST111057,10,134.08,556,7,3.7,month-to-month,0,4,6.0,ads,B,red,7,0
CUST111058,23,76.44,714,3,8.3,month-to-month,1,2,6.3,ads,A,red,44,0
CUST111059,35,37.01,537,4,0.0,month-to-month,1,4,5.7,referral,C,green,55,1
CUST111060,21,119.4,378,2,10.8,month-to-month,0,1,5.5,ads,C,yellow,92,1
CUST111061,18,29.27,240,6,11.7,month-to-month,0,4,6.8,organic,B,yellow,9,0
CUST111062,1,64.26,342,2,7.3,month-to-month,0,1,5.8,ads,A,black,47,0
CUST111063,32,132.48,425,2,0.3,two-year,0,3,9.1,organic,B,black,34,0
CUST111064,72,149.4,713,1,0.0,two-year,0,5,8.2,referral,A,green,81,0
CUST111065,36,86.48,373,4,6.1,month-to-month,1,1,5.7,referral,B,blue,59,1
CUST111066,36,120.52,624,2,8.8,month-to-month,1,2,5.9,organic,C,white,90,0
CUST111067,37,24.91,457,5,0.1,two-year,1,5,7.4,ads,C,red,59,0
CUST111068,53,133.82,351,3,3.8,one-year,1,4,10.0,organic,A,white,55,0
CUST111069,34,51.58,283,3,3.6,month-to-month,1,4,9.0,partner,B,blue,10,0
CUST111070,36,32.33,396,3,12.4,month-to-month,0,2,6.8,ads,C,green,22,1
CUST111071,18,51.02,324,6,10.2,month-to-month,0,1,7.7,ads,B,yellow,18,1
CUST111072,5,103.13,316,4,1.7,one-year,0,2,1.0,ads,A,red,91,0
CUST111073,41,122.54,250,1,6.6,month-to-month,1,2,5.8,ads,B,green,88,0
CUST111074,1,59.72,346,4,6.0,month-to-month,1,2,5.5,ads,B,white,82,0
CUST111075,45,44.98,314,4,2.3,two-year,0,3,5.6,ads,C,blue,9,0
CUST111076,8,134.1,399,3,7.7,two-year,0,3,4.0,referral,A,green,46,0
CUST111077,22,99.86,416,2,4.1,one-year,0,2,1.8,ads,C,red,38,0
CUST111078,4,108.87,304,5,6.8,month-to-month,0,3,4.2,partner,C,yellow,43,1
CUST111079,55,23.23,360,2,0.0,two-year,1,5,10.0,referral,A,yellow,3,0
CUST111080,55,117.02,397,0,4.1,month-to-month,1,4,9.2,ads,C,black,6,0
CUST111081,72,53.69,497,1,0.0,month-to-month,1,6,7.7,organic,C,green,18,0
CUST111082,19,111.09,537,5,3.0,month-to-month,1,5,7.7,organic,B,green,63,0
CUST111083,45,131.33,388,2,5.9,one-year,1,4,8.3,referral,B,white,49,0
CUST111084,54,25.79,406,0,2.0,one-year,0,3,5.7,ads,C,blue,35,0
CUST111085,29,39.38,289,2,2.2,one-year,0,4,6.2,organic,B,black,51,0
CUST111086,50,54.04,394,1,8.2,one-year,1,3,7.3,partner,B,black,70,0
CUST111087,32,48.35,272,2,8.3,one-year,1,5,6.5,ads,A,black,56,0
CUST111088,11,138.76,492,5,20.4,one-year,0,3,3.6,partner,C,yellow,10,1
CUST111089,40,101.58,265,0,0.0,one-year,1,5,6.2,referral,A,green,91,0
CUST111090,32,148.29,452,0,3.3,two-year,1,4,5.4,referral,A,black,91,0
CUST111091,54,21.87,342,1,0.0,month-to-month,1,4,8.2,organic,A,black,91,0
CUST111092,58,45.16,730,2,0.0,two-year,1,3,3.3,organic,C,green,80,0
CUST111093,37,129.07,500,1,6.5,two-year,1,2,8.2,ads,B,black,95,0
CUST111094,1,91.53,493,1,5.3,month-to-month,0,1,6.4,referral,A,blue,37,1
CUST111095,40,85.75,395,4,0.0,month-to-month,0,4,8.8,organic,A,white,98,0
CUST111096,21,130.29,574,6,11.0,month-to-month,0,1,3.7,partner,B,black,43,1
CUST111097,35,138.96,442,2,4.8,month-to-month,1,3,7.7,ads,B,black,79,0
CUST111098,48,80.14,340,4,0.0,one-year,1,3,5.2,organic,C,white,96,0
CUST111099,26,50.85,516,5,9.0,month-to-month,0,2,5.5,ads,B,green,9,1
