customer_id,tenure_months,monthly_charges,usage_minutes,support_calls,payment_delay_days,contract_type,autopay,num_services,satisfaction_score,signup_channel,marketing_segment,favorite_color,lucky_number,churn
CUST111950,23,20.29,455,3,2.0,one-year,1,3,6.9,organic,B,yellow,29,0
CUST111951,7,45.12,440,5,8.0,month-to-month,0,2,2.6,referral,B,red,32,1
CUST111952,36,55.82,587,3,2.4,month-to-month,1,3,3.9,partner,A,red,1,1
CUST111953,1,79.72,427,3,17.6,month-to-month,0,2,1.0,ads,A,green,57,1
CUST111954,55,113.9,361,4,1.1,month-to-month,0,4,5.4,organic,A,black,60,1
CUST111955,35,59.05,286,1,5.7,one-year,0,4,6.7,organic,B,yellow,34,0
CUST111956,63,62.42,386,2,0.0,one-year,1,3,10.0,ads,B,blue,55,0
CUST111957,23,43.58,360,2,2.6,month-to-month,1,1,8.2,referral,A,yellow,73,0
CUST111958,36,92.27,529,3,8.7,two-year,0,3,8.8,ads,A,red,38,0
CUST111959,65,66.22,415,1,3.4,two-year,1,4,10.0,ads,A,white,42,0
CUST111960,40,35.53,505,1,5.6,month-to-month,1,1,7.9,ads,A,red,77,0
CUST111961,36,80.37,289,2,8.4,month-to-month,1,5,7.4,referral,A,blue,94,0
CUST111962,8,106.26,333,3,8.6,month-to-month,0,3,6.9,organic,B,green,52,1
CUST111963,21,82.05,467,2,5.0,month-to-month,0,4,1.0,ads,B,yellow,17,1
CUST111964,18,114.29,231,3,2.0,month-to-month,1,3,4.4,partner,B,yellow,16,0
CUST111965,45,89.88,310,4,4.1,two-year,1,3,3.2,ads,B,red,39,0
CUST111966,24,80.33,569,3,5.3,one-year,1,4,7.8,organic,A,red,21,0
CUST111967,63,42.72,518,0,0.0,two-year,0,3,7.5,organic,C,blue,76,0
CUST111968,28,71.9,232,4,4.6,one-year,1,2,10.0,referral,B,red,75,0
CUST111969,1,39.93,383,5,8.6,month-to-month,0,1,1.5,referral,B,black,35,1
CUST111970,48,31.64,509,2,0.0,month-to-month,0,6,7.1,ads,B,green,73,1
CUST111971,8,24.86,410,4,9.0,month-to-month,1,2,3.6,ads,A,red,48,1
CUST111972,34,38.41,515,3,0.0,two-year,0,1,4.2,ads,A,white,50,0
CUST111973,35,22.3,387,8,12.2,month-to-month,1,5,3.0,ads,B,blue,32,0
CUST111974,24,129.11,603,2,9.6,month-to-month,1,4,3.2,referral,B,black,7,1
CUST111975,37,76.56,314,4,3.4,one-year,1,4,1.0,ads,A,blue,56,0
CUST111976,40,42.79,408,2,2.6,month-to-month,1,1,7.8,organic,B,white,7,0
CUST111977,36,34.49,384,4,8.8,month-to-month,0,4,3.6,ads,A,yellow,93,0
CUST111978,67,132.98,489,2,0.0,month-to-month,1,1,10.0,organic,A,red,74,0
CUST111979,59,27.15,756,0,0.0,month-to-month,0,4,7.6,organic,A,black,96,0
CUST111980,30,110.14,142,7,7.5,month-to-month,1,2,7.2,ads,A,red,39,0
CUST111981,23,129.13,611,2,4.8,one-year,0,3,8.9,partner,C,red,39,0
CUST111982,1,145.71,569,4,11.0,month-to-month,0,2,5.0,ads,B,blue,57,1
CUST111983,29,49.56,472,4,5.1,two-year,0,2,6.5,referral,B,red,73,1
CUST111984,23,92.56,395,4,3.6,month-to-month,0,5,6.9,referral,A,green,99,1
CUST111985,31,52.17,325,4,0.5,one-year,1,5,9.9,ads,B,blue,33,0
CUST111986,46,93.75,536,0,5.5,one-year,1,3,5.2,referral,B,red,57,0
CUST111987,39,56.9,508,2,6.0,one-year,0,3,8.3,ads,C,red,83,0
CUST111988,72,129.39,239,1,0.0,two-year,1,6,10.0,organic,A,white,34,0
CUST111989,61,124.27,628,2,5.8,one-year,0,5,7.5,referral,B,green,24,1
CUST111990,57,113.21,414,7,0.0,month-to-month,1,1,6.2,ads,B,white,48,0
CUST111991,26,93.39,195,4,6.0,month-to-month,0,5,5.7,ads,C,yellow,66,1
CUST111992,48,118.67,589,4,6.7,one-year,0,2,4.2,referral,B,white,55,0
CUST111993,31,137.58,270,3,7.8,month-to-month,1,2,5.9,partner,A,yellow,45,0
CUST111994,46,29.33,453,4,1.1,two-year,1,1,3.2,ads,A,red,46,0
CUST111995,39,28.07,656,7,10.0,month-to-month,0,2,2.8,organic,A,red,26,1
CUST111996,45,36.44,386,6,5.1,month-to-month,1,4,5.6,referral,B,red,70,1
CUST111997,49,96.0,447,1,6.2,one-year,1,4,8.4,referral,A,green,97,0
CUST111998,38,48.41,305,2,0.1,month-to-month,0,3,7.9,organic,A,black,1,0
CUST111999,33,126.27,634,4,7.1,month-to-month,0,1,5.2,organic,A,white,80,1
