customer_id,tenure_months,monthly_charges,usage_minutes,support_calls,payment_delay_days,contract_type,autopay,num_services,satisfaction_score,signup_channel,marketing_segment,favorite_color,lucky_number,churn
CUST111250,38,61.48,166,1,1.0,one-year,0,5,9.3,organic,B,black,27,0
CUST111251,41,111.34,369,3,2.5,one-year,1,4,5.8,referral,A,blue,22,0
CUST111252,46,85.35,512,0,8.6,one-year,0,1,6.1,partner,A,green,88,0
CUST111253,44,98.88,398,0,0.0,one-year,1,1,5.8,ads,A,yellow,17,0
CUST111254,40,117.87,443,3,4.3,month-to-month,1,4,6.8,organic,B,yellow,92,1
CUST111255,55,49.92,407,1,3.3,one-year,0,1,7.3,ads,B,white,96,0
CUST111256,16,78.35,147,6,13.9,month-to-month,0,1,1.8,partner,B,white,87,1
CUST111257,22,140.17,411,3,4.7,month-to-month,1,1,4.3,partner,C,blue,31,1
CUST111258,19,114.73,424,0,5.2,month-to-month,0,3,6.0,organic,C,red,61,1
CUST111259,13,34.68,370,3,4.9,month-to-month,0,5,5.0,ads,B,green,32,1
CUST111260,58,31.47,454,2,12.0,month-to-month,0,4,4.2,organic,B,green,41,0
CUST111261,37,117.3,192,3,6.6,month-to-month,1,4,2.8,ads,B,green,82,0
CUST111262,42,103.67,247,3,0.0,month-to-month,0,4,3.5,partner,A,black,88,0
CUST111263,25,108.2,472,4,0.2,month-to-month,0,1,4.0,ads,B,green,73,1
CUST111264,20,86.86,414,1,7.8,month-to-month,1,3,7.5,partner,B,green,83,0
CUST111265,72,110.93,594,1,0.0,month-to-month,1,4,10.0,referral,A,blue,18,0
CUST111266,47,139.39,504,3,3.9,two-year,1,4,6.8,referral,C,white,32,0
CUST111267,57,75.47,621,2,0.0,month-to-month,1,5,4.8,organic,A,black,94,0
CUST111268,23,149.86,596,3,1.3,one-year,0,3,7.8,organic,B,white,21,0
CUST111269,63,86.02,453,2,1.5,month-to-month,1,4,10.0,referral,A,yellow,88,0
CUST111270,53,50.51,577,2,1.6,two-year,0,4,8.1,referral,B,green,12,0
CUST111271,10,117.58,281,3,5.1,one-year,1,4,7.8,partner,A,blue,6,0
CUST111272,13,106.62,501,5,5.8,one-year,1,3,5.7,partner,B,green,88,0
CUST111273,26,78.98,283,3,0.0,month-to-month,1,4,8.8,ads,B,green,39,0
CUST111274,25,119.67,639,1,0.9,month-to-month,1,4,10.0,organic,A,blue,99,0
CUST111275,46,140.76,418,2,1.8,month-to-month,0,4,4.4,partner,A,green,63,1
CUST111276,53,28.27,410,0,0.0,two-year,1,4,10.0,referral,C,red,39,0
CUST111277,41,133.58,303,3,3.3,one-year,0,5,6.3,ads,B,black,47,0
CUST111278,66,78.5,1,1,0.0,two-year,1,1,5.4,organic,A,white,62,0
CUST111279,22,87.54,414,2,1.8,one-year,1,3,4.8,ads,B,red,11,0
CUST111280,28,24.71,263,0,3.6,two-year,1,5,10.0,partner,A,green,81,0
CUST111281,28,47.34,699,3,7.4,month-to-month,1,3,8.4,partner,B,blue,70,0
CUST111282,50,111.32,417,4,14.4,month-to-month,0,3,2.4,referral,A,blue,39,1
CUST111283,31,72.86,556,1,6.6,two-year,1,5,4.6,ads,A,red,75,0
CUST111284,51,65.24,582,3,8.6,one-year,1,3,7.2,referral,B,yellow,98,0
CUST111285,34,29.68,622,5,2.6,month-to-month,0,4,5.4,partner,C,yellow,70,0
CUST111286,2,114.53,609,2,11.4,month-to-month,0,5,5.7,referral,B,green,52,1
CUST111287,21,40.22,549,4,0.7,month-to-month,0,1,1.6,partner,B,blue,89,0
CUST111288,31,70.28,430,5,8.9,month-to-month,0,2,4.0,referral,A,white,97,1
CUST111289,72,49.23,231,0,0.0,two-year,1,2,7.0,referral,B,black,95,0
CUST111290,72,100.57,374,2,7.6,two-year,1,2,4.6,ads,C,red,45,0
CUST111291,61,87.66,389,1,0.7,one-year,1,4,5.6,referral,B,blue,81,0
CUST111292,57,46.98,458,2,0.6,month-to-month,1,4,6.6,referral,B,red,40,0
CUST111293,68,36.34,659,0,0.0,two-year,1,3,7.9,referral,A,black,94,0
CUST111294,12,84.1,436,7,1.7,one-year,0,5,2.3,organic,B,red,81,0
CUST111295,1,86.46,387,2,9.2,month-to-month,0,2,6.5,partner,B,yellow,59,1
CUST111296,27,38.11,441,4,11.0,month-to-month,0,1,3.7,ads,A,blue,80,1
CUST111297,36,77.78,229,4,6.6,two-year,1,2,8.4,organic,A,yellow,96,0
CUST111298,14,148.65,493,2,4.4,one-year,1,3,5.2,ads,A,green,29,0
CUST111299,51,68.2,291,4,6.6,month-to-month,0,3,6.6,partner,A,red,60,0
