customer_id,tenure_months,monthly_charges,usage_minutes,support_calls,payment_delay_days,contract_type,autopay,num_services,satisfaction_score,signup_channel,marketing_segment,favorite_color,lucky_number,churn
CUST111200,36,83.32,205,1,1.1,month-to-month,1,6,5.3,referral,B,red,1,0
CUST111201,17,74.35,193,5,15.0,month-to-month,0,2,7.6,partner,C,red,3,1
CUST111202,34,89.28,284,3,2.8,month-to-month,0,2,4.1,partner,C,red,79,0
CUST111203,1,50.9,412,3,7.6,one-year,1,3,6.7,organic,B,blue,86,0
CUST111204,53,121.49,151,1,0.0,one-year,0,3,9.0,referral,A,red,94,0
CUST111205,24,118.67,374,5,4.5,month-to-month,1,2,9.3,referral,B,black,81,0
CUST111206,62,123.02,63,3,4.8,month-to-month,1,3,7.4,organic,C,white,96,0
CUST111207,72,65.54,337,2,9.1,one-year,1,2,6.4,referral,B,red,87,0
CUST111208,36,66.45,452,4,4.0,month-to-month,1,3,7.1,ads,A,yellow,81,0
CUST111209,30,35.81,535,0,1.9,one-year,1,5,6.9,referral,C,green,25,0
CUST111210,50,96.69,198,2,0.3,month-to-month,0,4,3.8,referral,C,red,99,0
CUST111211,32,84.22,230,8,2.5,two-year,0,2,6.4,partner,A,yellow,62,0
CUST111212,72,38.14,383,4,6.1,one-year,0,1,5.0,organic,A,black,76,0
CUST111213,68,46.49,531,2,0.0,two-year,0,3,8.0,ads,A,blue,1,0
CUST111214,55,36.8,573,2,0.9,month-to-month,1,4,7.5,ads,A,blue,21,0
CUST111215,41,101.99,428,3,0.0,one-year,1,4,8.4,referral,C,black,60,0
CUST111216,59,43.97,282,3,1.4,month-to-month,0,3,6.3,referral,C,yellow,99,0
CUST111217,38,104.46,319,1,8.0,month-to-month,1,2,8.2,ads,A,red,23,0
CUST111218,47,83.41,230,0,2.9,month-to-month,1,3,8.3,referral,C,black,37,0
CUST111219,8,47.78,553,2,4.3,one-year,0,1,3.8,ads,B,black,18,1
CUST111220,41,23.59,434,3,10.1,month-to-month,0,2,8.8,ads,A,black,23,0
CUST111221,34,32.84,592,2,5.9,month-to-month,0,1,5.7,ads,C,green,48,1
CUST111222,34,63.55,311,1,4.7,month-to-month,0,1,4.0,ads,C,black,88,0
CUST111223,7,97.53,268,4,15.4,month-to-month,0,2,2.6,ads,A,red,37,0
CUST111224,34,31.39,550,3,5.3,one-year,0,3,5.1,ads,B,blue,13,1
CUST111225,8,87.08,355,15,22.9,month-to-month,0,1,4.8,ads,A,blue,97,1
CUST111226,42,115.28,362,0,0.0,one-year,1,6,10.0,referral,C,green,52,0
CUST111227,66,133.88,601,0,4.7,two-year,1,4,10.0,referral,A,blue,22,0
CUST111228,17,128.15,444,4,10.7,month-to-month,1,3,7.1,referral,A,blue,98,1
CUST111229,5,37.84,560,1,1.2,one-year,1,4,8.8,partner,C,black,34,0
CUST111230,67,148.8,474,1,2.6,two-year,1,2,6.5,ads,C,yellow,61,0
CUST111231,16,148.07,515,2,6.1,month-to-month,1,1,6.4,ads,B,blue,25,0
CUST111232,27,93.28,585,2,1.6,month-to-month,1,2,5.3,partner,A,black,35,0
CUST111233,51,96.45,285,2,3.1,month-to-month,0,2,6.0,ads,B,blue,36,0
CUST111234,63,55.4,525,1,17.5,one-year,1,3,7.2,referral,A,green,76,0
CUST111235,15,55.41,626,2,3.5,month-to-month,0,4,1.2,ads,A,black,30,1
CUST111236,6,50.04,324,1,10.3,month-to-month,0,2,3.4,referral,A,black,69,1
CUST111237,23,83.07,322,4,5.4,month-to-month,0,4,6.9,organic,B,yellow,77,0
CUST111238,52,131.0,674,3,3.9,month-to-month,1,5,6.6,referral,A,yellow,59,0
CUST111239,62,79.33,362,2,0.0,month-to-month,0,1,5.9,ads,C,white,84,0
CUST111240,17,88.97,455,5,8.5,two-year,0,2,7.2,referral,A,red,67,0
CUST111241,71,141.06,201,1,0.4,month-to-month,1,3,6.9,organic,A,black,54,0
CUST111242,21,61.39,479,5,0.0,month-to-month,0,2,3.8,organic,C,green,57,1
CUST111243,44,122.06,371,3,4.0,two-year,0,4,9.0,organic,B,white,90,0
CUST111244,32,82.08,478,1,1.3,month-to-month,1,3,10.0,organic,B,white,48,0
CUST111245,33,106.31,404,5,8.9,one-year,1,2,5.3,organic,B,white,4,0
CUST111246,37,42.57,544,3,0.0,one-year,1,5,6.7,organic,B,yellow,33,0
CUST111247,30,66.09,533,3,3.8,month-to-month,0,5,7.9,partner,B,white,55,0
CUST111248,57,117.95,437,2,0.0,month-to-month,1,5,8.4,referral,A,blue,47,0
CUST111249,18,82.97,330,4,1.4,two-year,0,2,7.1,organic,C,black,22,0
